Player,Player Link,Maidens,Overs,Runs,Wickets,Economy,Inns,Opposition,Ground,Start Date
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,West Indies,Bridgetown,21 Jun 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,West Indies,Bridgetown,26 Jun 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,West Indies,Bridgetown,26 Jun 2016
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,2,West Indies,Bridgetown,26 Jun 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,West Indies,Bridgetown,26 Jun 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,West Indies,Bridgetown,26 Jun 2016
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,2,West Indies,Bridgetown,26 Jun 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),21 Aug 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),21 Aug 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),21 Aug 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),21 Aug 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),21 Aug 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),24 Aug 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),24 Aug 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),24 Aug 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),24 Aug 2016
SE Marsh,/ci/content/player/6683.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,28 Aug 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,28 Aug 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,28 Aug 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,28 Aug 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,28 Aug 2016
TM Head,/ci/content/player/530011.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,28 Aug 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,31 Aug 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,31 Aug 2016
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,31 Aug 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,31 Aug 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,31 Aug 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,4 Sep 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,4 Sep 2016
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,4 Sep 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,4 Sep 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,4 Sep 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,Ireland,Benoni,27 Sep 2016
TM Head,/ci/content/player/530011.html,-,DNB,-,-,-,1,Ireland,Benoni,27 Sep 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,Ireland,Benoni,27 Sep 2016
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,1,Ireland,Benoni,27 Sep 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,Ireland,Benoni,27 Sep 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,Ireland,Benoni,27 Sep 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,South Africa,Centurion,30 Sep 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,South Africa,Centurion,30 Sep 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,South Africa,Centurion,30 Sep 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,South Africa,Centurion,30 Sep 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,South Africa,Centurion,30 Sep 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,South Africa,Johannesburg,2 Oct 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,South Africa,Johannesburg,2 Oct 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,South Africa,Johannesburg,2 Oct 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,South Africa,Johannesburg,2 Oct 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,South Africa,Johannesburg,2 Oct 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,South Africa,Durban,5 Oct 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,South Africa,Durban,5 Oct 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,South Africa,Durban,5 Oct 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,South Africa,Durban,5 Oct 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,South Africa,Durban,5 Oct 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,South Africa,Port Elizabeth,9 Oct 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,South Africa,Port Elizabeth,9 Oct 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,South Africa,Port Elizabeth,9 Oct 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,South Africa,Port Elizabeth,9 Oct 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,South Africa,Port Elizabeth,9 Oct 2016
TM Head,/ci/content/player/530011.html,-,DNB,-,-,-,2,South Africa,Port Elizabeth,9 Oct 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,South Africa,Cape Town,12 Oct 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,South Africa,Cape Town,12 Oct 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,South Africa,Cape Town,12 Oct 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,South Africa,Cape Town,12 Oct 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,South Africa,Cape Town,12 Oct 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,New Zealand,Sydney,4 Dec 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,New Zealand,Sydney,4 Dec 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,New Zealand,Sydney,4 Dec 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,New Zealand,Sydney,4 Dec 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,New Zealand,Sydney,4 Dec 2016
TM Head,/ci/content/player/530011.html,-,DNB,-,-,-,2,New Zealand,Sydney,4 Dec 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,New Zealand,Canberra,6 Dec 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,New Zealand,Canberra,6 Dec 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,New Zealand,Canberra,6 Dec 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,New Zealand,Canberra,6 Dec 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,New Zealand,Canberra,6 Dec 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,New Zealand,Melbourne,9 Dec 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,New Zealand,Melbourne,9 Dec 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,New Zealand,Melbourne,9 Dec 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,New Zealand,Melbourne,9 Dec 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,New Zealand,Melbourne,9 Dec 2016
MR Marsh,/ci/content/player/272450.html,-,DNB,-,-,-,2,New Zealand,Melbourne,9 Dec 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,Pakistan,Brisbane,13 Jan 2017
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,Pakistan,Brisbane,13 Jan 2017
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,2,Pakistan,Brisbane,13 Jan 2017
CA Lynn,/ci/content/player/326637.html,-,DNB,-,-,-,2,Pakistan,Brisbane,13 Jan 2017
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,Pakistan,Brisbane,13 Jan 2017
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,2,Pakistan,Melbourne,15 Jan 2017
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,Pakistan,Melbourne,15 Jan 2017
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,2,Pakistan,Melbourne,15 Jan 2017
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,Pakistan,Melbourne,15 Jan 2017
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,Pakistan,Melbourne,15 Jan 2017
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,1,Pakistan,Perth,19 Jan 2017
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,Pakistan,Perth,19 Jan 2017
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,Pakistan,Perth,19 Jan 2017
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,Pakistan,Perth,19 Jan 2017
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,1,Pakistan,Perth,19 Jan 2017
PSP Handscomb,/ci/content/player/334337.html,-,DNB,-,-,-,1,Pakistan,Perth,19 Jan 2017
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,2,Pakistan,Sydney,22 Jan 2017
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,Pakistan,Sydney,22 Jan 2017
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,Pakistan,Sydney,22 Jan 2017
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,Pakistan,Sydney,22 Jan 2017
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,2,Pakistan,Sydney,22 Jan 2017
PSP Handscomb,/ci/content/player/334337.html,-,DNB,-,-,-,2,Pakistan,Sydney,22 Jan 2017
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,Pakistan,Adelaide,26 Jan 2017
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,Pakistan,Adelaide,26 Jan 2017
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,Pakistan,Adelaide,26 Jan 2017
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,2,Pakistan,Adelaide,26 Jan 2017
PSP Handscomb,/ci/content/player/334337.html,-,DNB,-,-,-,2,Pakistan,Adelaide,26 Jan 2017
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,1,New Zealand,Auckland,30 Jan 2017
PSP Handscomb,/ci/content/player/334337.html,-,DNB,-,-,-,1,New Zealand,Auckland,30 Jan 2017
SD Heazlett,/ci/content/player/826679.html,-,DNB,-,-,-,1,New Zealand,Auckland,30 Jan 2017
SE Marsh,/ci/content/player/6683.html,-,DNB,-,-,-,1,New Zealand,Auckland,30 Jan 2017
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,New Zealand,Auckland,30 Jan 2017
SE Marsh,/ci/content/player/6683.html,-,DNB,-,-,-,1,New Zealand,Hamilton,5 Feb 2017
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,New Zealand,Hamilton,5 Feb 2017
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,1,New Zealand,Hamilton,5 Feb 2017
PSP Handscomb,/ci/content/player/334337.html,-,DNB,-,-,-,1,New Zealand,Hamilton,5 Feb 2017
TM Head,/ci/content/player/530011.html,-,DNB,-,-,-,1,New Zealand,Hamilton,5 Feb 2017
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,New Zealand,Birmingham,2 Jun 2017
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,New Zealand,Birmingham,2 Jun 2017
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,New Zealand,Birmingham,2 Jun 2017
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,New Zealand,Birmingham,2 Jun 2017
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,1,New Zealand,Birmingham,2 Jun 2017
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,Bangladesh,The Oval,5 Jun 2017
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,Bangladesh,The Oval,5 Jun 2017
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,Bangladesh,The Oval,5 Jun 2017
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,Bangladesh,The Oval,5 Jun 2017
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,England,Birmingham,10 Jun 2017
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,England,Birmingham,10 Jun 2017
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,England,Birmingham,10 Jun 2017
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,England,Birmingham,10 Jun 2017
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,India,Chennai,17 Sep 2017
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,India,Chennai,17 Sep 2017
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,India,Chennai,17 Sep 2017
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,1,India,Chennai,17 Sep 2017
TM Head,/ci/content/player/530011.html,-,DNB,-,-,-,1,India,Chennai,17 Sep 2017
HWR Cartwright,/ci/content/player/557295.html,-,DNB,-,-,-,1,India,Chennai,17 Sep 2017
