Player,Player Link,Minutes,Runs,Balls Faced,Fours,Sixes,Strike Rate,Inns,Opposition,Ground,Start Date
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,2,Pakistan,Adelaide,20 Mar 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,-,2,Pakistan,Adelaide,20 Mar 2015
JP Faulkner,/ci/content/player/270484.html,-,DNB,-,-,-,-,2,Pakistan,Adelaide,20 Mar 2015
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,1,India,Sydney,26 Mar 2015
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,1,India,Sydney,26 Mar 2015
JP Faulkner,/ci/content/player/270484.html,-,DNB,-,-,-,-,2,New Zealand,Melbourne,29 Mar 2015
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,2,New Zealand,Melbourne,29 Mar 2015
MG Johnson,/ci/content/player/6033.html,-,DNB,-,-,-,-,2,New Zealand,Melbourne,29 Mar 2015
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,2,New Zealand,Melbourne,29 Mar 2015
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,-,2,New Zealand,Melbourne,29 Mar 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,-,2,New Zealand,Melbourne,29 Mar 2015
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,1,Ireland,Belfast,27 Aug 2015
NM Coulter-Nile,/ci/content/player/261354.html,-,DNB,-,-,-,-,1,Ireland,Belfast,27 Aug 2015
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,1,Ireland,Belfast,27 Aug 2015
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,1,England,Southampton,3 Sep 2015
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,1,England,Southampton,3 Sep 2015
NM Coulter-Nile,/ci/content/player/261354.html,-,DNB,-,-,-,-,1,England,Southampton,3 Sep 2015
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,1,England,Lord's,5 Sep 2015
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,1,England,Lord's,5 Sep 2015
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,1,England,Leeds,11 Sep 2015
JL Pattinson,/ci/content/player/272465.html,-,DNB,-,-,-,-,1,England,Leeds,11 Sep 2015
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,-,2,England,Manchester,13 Sep 2015
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,2,England,Manchester,13 Sep 2015
AC Agar,/ci/content/player/505120.html,-,DNB,-,-,-,-,2,England,Manchester,13 Sep 2015
MR Marsh,/ci/content/player/272450.html,-,DNB,-,-,-,-,2,England,Manchester,13 Sep 2015
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,2,England,Manchester,13 Sep 2015
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,-,2,England,Manchester,13 Sep 2015
JW Hastings,/ci/content/player/228622.html,-,DNB,-,-,-,-,2,England,Manchester,13 Sep 2015
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,-,2,India,Perth,12 Jan 2016
SM Boland,/ci/content/player/446548.html,-,DNB,-,-,-,-,2,India,Perth,12 Jan 2016
JS Paris,/ci/content/player/501012.html,-,DNB,-,-,-,-,2,India,Perth,12 Jan 2016
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,2,India,Perth,12 Jan 2016
KW Richardson,/ci/content/player/272262.html,-,DNB,-,-,-,-,2,India,Brisbane,15 Jan 2016
JW Hastings,/ci/content/player/228622.html,-,DNB,-,-,-,-,2,India,Brisbane,15 Jan 2016
SM Boland,/ci/content/player/446548.html,-,DNB,-,-,-,-,2,India,Brisbane,15 Jan 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,-,2,India,Brisbane,15 Jan 2016
JS Paris,/ci/content/player/501012.html,-,DNB,-,-,-,-,2,India,Brisbane,15 Jan 2016
JP Faulkner,/ci/content/player/270484.html,-,DNB,-,-,-,-,2,India,Brisbane,15 Jan 2016
KW Richardson,/ci/content/player/272262.html,-,DNB,-,-,-,-,2,India,Melbourne,17 Jan 2016
SM Boland,/ci/content/player/446548.html,-,DNB,-,-,-,-,2,India,Melbourne,17 Jan 2016
KW Richardson,/ci/content/player/272262.html,-,DNB,-,-,-,-,1,India,Canberra,20 Jan 2016
NM Lyon,/ci/content/player/272279.html,-,DNB,-,-,-,-,1,India,Canberra,20 Jan 2016
NM Lyon,/ci/content/player/272279.html,-,DNB,-,-,-,-,1,India,Sydney,23 Jan 2016
SM Boland,/ci/content/player/446548.html,-,DNB,-,-,-,-,1,India,Sydney,23 Jan 2016
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,2,New Zealand,Wellington,6 Feb 2016
A Zampa,/ci/content/player/379504.html,-,DNB,-,-,-,-,2,New Zealand,Wellington,6 Feb 2016
SM Boland,/ci/content/player/446548.html,-,DNB,-,-,-,-,2,New Zealand,Wellington,6 Feb 2016
A Zampa,/ci/content/player/379504.html,-,DNB,-,-,-,-,2,West Indies,Providence,5 Jun 2016
NM Lyon,/ci/content/player/272279.html,-,DNB,-,-,-,-,2,West Indies,Providence,5 Jun 2016
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,2,West Indies,Providence,5 Jun 2016
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,2,West Indies,Providence,5 Jun 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,-,2,West Indies,Providence,5 Jun 2016
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,1,South Africa,Basseterre,11 Jun 2016
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,1,South Africa,Basseterre,11 Jun 2016
A Zampa,/ci/content/player/379504.html,-,DNB,-,-,-,-,1,South Africa,Basseterre,11 Jun 2016
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,1,West Indies,Basseterre,13 Jun 2016
A Zampa,/ci/content/player/379504.html,-,DNB,-,-,-,-,1,West Indies,Basseterre,13 Jun 2016
AJ Finch,/ci/content/player/5334.html,-,TDNB,-,-,-,-,-,South Africa,Bridgetown,19 Jun 2016
JR Hazlewood,/ci/content/player/288284.html,-,TDNB,-,-,-,-,-,South Africa,Bridgetown,19 Jun 2016
UT Khawaja,/ci/content/player/215155.html,-,TDNB,-,-,-,-,-,South Africa,Bridgetown,19 Jun 2016
MA Starc,/ci/content/player/311592.html,-,TDNB,-,-,-,-,-,South Africa,Bridgetown,19 Jun 2016
MS Wade,/ci/content/player/230193.html,-,TDNB,-,-,-,-,-,South Africa,Bridgetown,19 Jun 2016
GJ Maxwell,/ci/content/player/325026.html,-,TDNB,-,-,-,-,-,South Africa,Bridgetown,19 Jun 2016
SPD Smith,/ci/content/player/267192.html,-,TDNB,-,-,-,-,-,South Africa,Bridgetown,19 Jun 2016
SM Boland,/ci/content/player/446548.html,-,TDNB,-,-,-,-,-,South Africa,Bridgetown,19 Jun 2016
JP Faulkner,/ci/content/player/270484.html,-,TDNB,-,-,-,-,-,South Africa,Bridgetown,19 Jun 2016
GJ Bailey,/ci/content/player/4451.html,-,TDNB,-,-,-,-,-,South Africa,Bridgetown,19 Jun 2016
MR Marsh,/ci/content/player/272450.html,-,TDNB,-,-,-,-,-,South Africa,Bridgetown,19 Jun 2016
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,2,West Indies,Bridgetown,21 Jun 2016
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,2,West Indies,Bridgetown,21 Jun 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,-,2,West Indies,Bridgetown,21 Jun 2016
SM Boland,/ci/content/player/446548.html,-,DNB,-,-,-,-,2,West Indies,Bridgetown,21 Jun 2016
JP Faulkner,/ci/content/player/270484.html,-,DNB,-,-,-,-,2,West Indies,Bridgetown,21 Jun 2016
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,2,Sri Lanka,Colombo (RPS),21 Aug 2016
A Zampa,/ci/content/player/379504.html,-,DNB,-,-,-,-,2,Sri Lanka,Colombo (RPS),21 Aug 2016
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,2,Sri Lanka,Dambulla,28 Aug 2016
JP Faulkner,/ci/content/player/270484.html,-,DNB,-,-,-,-,2,Sri Lanka,Dambulla,31 Aug 2016
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,2,Sri Lanka,Dambulla,31 Aug 2016
A Zampa,/ci/content/player/379504.html,-,DNB,-,-,-,-,2,Sri Lanka,Dambulla,31 Aug 2016
SM Boland,/ci/content/player/446548.html,-,DNB,-,-,-,-,2,Sri Lanka,Dambulla,31 Aug 2016
JW Hastings,/ci/content/player/228622.html,-,DNB,-,-,-,-,2,Sri Lanka,Dambulla,31 Aug 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,-,2,Sri Lanka,Pallekele,4 Sep 2016
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,2,Sri Lanka,Pallekele,4 Sep 2016
A Zampa,/ci/content/player/379504.html,-,DNB,-,-,-,-,2,Sri Lanka,Pallekele,4 Sep 2016
SM Boland,/ci/content/player/446548.html,-,DNB,-,-,-,-,2,Sri Lanka,Pallekele,4 Sep 2016
TM Head,/ci/content/player/530011.html,-,DNB,-,-,-,-,2,Ireland,Benoni,27 Sep 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,-,2,Ireland,Benoni,27 Sep 2016
DJ Worrall,/ci/content/player/557298.html,-,DNB,-,-,-,-,2,Ireland,Benoni,27 Sep 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,-,2,Ireland,Benoni,27 Sep 2016
MR Marsh,/ci/content/player/272450.html,-,DNB,-,-,-,-,2,Ireland,Benoni,27 Sep 2016
A Zampa,/ci/content/player/379504.html,-,DNB,-,-,-,-,2,Ireland,Benoni,27 Sep 2016
SM Boland,/ci/content/player/446548.html,-,DNB,-,-,-,-,2,Ireland,Benoni,27 Sep 2016
JW Hastings,/ci/content/player/228622.html,-,DNB,-,-,-,-,2,Ireland,Benoni,27 Sep 2016
JW Hastings,/ci/content/player/228622.html,-,DNB,-,-,-,-,1,South Africa,Durban,5 Oct 2016
CP Tremain,/ci/content/player/553800.html,-,DNB,-,-,-,-,1,South Africa,Durban,5 Oct 2016
DJ Worrall,/ci/content/player/557298.html,-,DNB,-,-,-,-,1,South Africa,Durban,5 Oct 2016
A Zampa,/ci/content/player/379504.html,-,DNB,-,-,-,-,1,South Africa,Durban,5 Oct 2016
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,1,New Zealand,Sydney,4 Dec 2016
JP Faulkner,/ci/content/player/270484.html,-,DNB,-,-,-,-,1,New Zealand,Canberra,6 Dec 2016
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,1,New Zealand,Canberra,6 Dec 2016
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,1,New Zealand,Canberra,6 Dec 2016
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,1,New Zealand,Canberra,6 Dec 2016
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,1,New Zealand,Melbourne,9 Dec 2016
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,1,New Zealand,Melbourne,9 Dec 2016
JP Faulkner,/ci/content/player/270484.html,-,DNB,-,-,-,-,2,Pakistan,Perth,19 Jan 2017
B Stanlake,/ci/content/player/533042.html,-,DNB,-,-,-,-,2,Pakistan,Perth,19 Jan 2017
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,2,Pakistan,Perth,19 Jan 2017
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,-,2,Pakistan,Perth,19 Jan 2017
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,-,2,Pakistan,Perth,19 Jan 2017
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,2,Pakistan,Perth,19 Jan 2017
A Zampa,/ci/content/player/379504.html,-,DNB,-,-,-,-,1,Pakistan,Sydney,22 Jan 2017
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,1,Pakistan,Sydney,22 Jan 2017
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,1,Pakistan,Sydney,22 Jan 2017
PSP Handscomb,/ci/content/player/334337.html,-,DNB,-,-,-,-,1,Pakistan,Sydney,22 Jan 2017
A Zampa,/ci/content/player/379504.html,-,DNB,-,-,-,-,1,Pakistan,Adelaide,26 Jan 2017
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,1,Pakistan,Adelaide,26 Jan 2017
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,2,New Zealand,Birmingham,2 Jun 2017
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,-,2,New Zealand,Birmingham,2 Jun 2017
JW Hastings,/ci/content/player/228622.html,-,DNB,-,-,-,-,2,New Zealand,Birmingham,2 Jun 2017
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,2,New Zealand,Birmingham,2 Jun 2017
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,-,2,New Zealand,Birmingham,2 Jun 2017
TM Head,/ci/content/player/530011.html,-,DNB,-,-,-,-,2,New Zealand,Birmingham,2 Jun 2017
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,2,New Zealand,Birmingham,2 Jun 2017
MC Henriques,/ci/content/player/5961.html,-,DNB,-,-,-,-,2,Bangladesh,The Oval,5 Jun 2017
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,-,2,Bangladesh,The Oval,5 Jun 2017
A Zampa,/ci/content/player/379504.html,-,DNB,-,-,-,-,2,Bangladesh,The Oval,5 Jun 2017
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,-,2,Bangladesh,The Oval,5 Jun 2017
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,2,Bangladesh,The Oval,5 Jun 2017
TM Head,/ci/content/player/530011.html,-,DNB,-,-,-,-,2,Bangladesh,The Oval,5 Jun 2017
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,2,Bangladesh,The Oval,5 Jun 2017
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,2,Bangladesh,The Oval,5 Jun 2017
