Player,Player Link,Maidens,Overs,Runs,Wickets,Economy,Inns,Opposition,Ground,Start Date
AM Rahane,/ci/content/player/277916.html,-,DNB,-,-,-,2,West Indies,Port of Spain,25 Jun 2017
KM Jadhav,/ci/content/player/290716.html,-,DNB,-,-,-,2,West Indies,Port of Spain,25 Jun 2017
MS Dhoni,/ci/content/player/28081.html,-,DNB,-,-,-,2,West Indies,North Sound,30 Jun 2017
Yuvraj Singh,/ci/content/player/36084.html,-,DNB,-,-,-,2,West Indies,North Sound,30 Jun 2017
S Dhawan,/ci/content/player/28235.html,-,DNB,-,-,-,2,West Indies,North Sound,30 Jun 2017
V Kohli,/ci/content/player/253802.html,-,DNB,-,-,-,2,West Indies,North Sound,30 Jun 2017
AM Rahane,/ci/content/player/277916.html,-,DNB,-,-,-,2,West Indies,North Sound,30 Jun 2017
MS Dhoni,/ci/content/player/28081.html,-,DNB,-,-,-,1,West Indies,North Sound,2 Jul 2017
KD Karthik,/ci/content/player/30045.html,-,DNB,-,-,-,1,West Indies,North Sound,2 Jul 2017
S Dhawan,/ci/content/player/28235.html,-,DNB,-,-,-,1,West Indies,North Sound,2 Jul 2017
V Kohli,/ci/content/player/253802.html,-,DNB,-,-,-,1,West Indies,North Sound,2 Jul 2017
AM Rahane,/ci/content/player/277916.html,-,DNB,-,-,-,1,West Indies,North Sound,2 Jul 2017
KM Jadhav,/ci/content/player/290716.html,-,DNB,-,-,-,1,West Indies,North Sound,2 Jul 2017
KD Karthik,/ci/content/player/30045.html,-,DNB,-,-,-,1,West Indies,Kingston,6 Jul 2017
S Dhawan,/ci/content/player/28235.html,-,DNB,-,-,-,1,West Indies,Kingston,6 Jul 2017
V Kohli,/ci/content/player/253802.html,-,DNB,-,-,-,1,West Indies,Kingston,6 Jul 2017
AM Rahane,/ci/content/player/277916.html,-,DNB,-,-,-,1,West Indies,Kingston,6 Jul 2017
MS Dhoni,/ci/content/player/28081.html,-,DNB,-,-,-,1,West Indies,Kingston,6 Jul 2017
MS Dhoni,/ci/content/player/28081.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,20 Aug 2017
S Dhawan,/ci/content/player/28235.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,20 Aug 2017
RG Sharma,/ci/content/player/34102.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,20 Aug 2017
V Kohli,/ci/content/player/253802.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,20 Aug 2017
KL Rahul,/ci/content/player/422108.html,-,DNB,-,-,-,1,Sri Lanka,Dambulla,20 Aug 2017
MS Dhoni,/ci/content/player/28081.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,24 Aug 2017
S Dhawan,/ci/content/player/28235.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,24 Aug 2017
RG Sharma,/ci/content/player/34102.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,24 Aug 2017
V Kohli,/ci/content/player/253802.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,24 Aug 2017
KL Rahul,/ci/content/player/422108.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,24 Aug 2017
MS Dhoni,/ci/content/player/28081.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,27 Aug 2017
S Dhawan,/ci/content/player/28235.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,27 Aug 2017
RG Sharma,/ci/content/player/34102.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,27 Aug 2017
V Kohli,/ci/content/player/253802.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,27 Aug 2017
KL Rahul,/ci/content/player/422108.html,-,DNB,-,-,-,1,Sri Lanka,Pallekele,27 Aug 2017
MS Dhoni,/ci/content/player/28081.html,-,DNB,-,-,-,2,Sri Lanka,Colombo (RPS),31 Aug 2017
S Dhawan,/ci/content/player/28235.html,-,DNB,-,-,-,2,Sri Lanka,Colombo (RPS),31 Aug 2017
RG Sharma,/ci/content/player/34102.html,-,DNB,-,-,-,2,Sri Lanka,Colombo (RPS),31 Aug 2017
MK Pandey,/ci/content/player/290630.html,-,DNB,-,-,-,2,Sri Lanka,Colombo (RPS),31 Aug 2017
KL Rahul,/ci/content/player/422108.html,-,DNB,-,-,-,2,Sri Lanka,Colombo (RPS),31 Aug 2017
MS Dhoni,/ci/content/player/28081.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),3 Sep 2017
RG Sharma,/ci/content/player/34102.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),3 Sep 2017
V Kohli,/ci/content/player/253802.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),3 Sep 2017
AM Rahane,/ci/content/player/277916.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),3 Sep 2017
MK Pandey,/ci/content/player/290630.html,-,DNB,-,-,-,1,Sri Lanka,Colombo (RPS),3 Sep 2017
MS Dhoni,/ci/content/player/28081.html,-,DNB,-,-,-,2,Australia,Chennai,17 Sep 2017
RG Sharma,/ci/content/player/34102.html,-,DNB,-,-,-,2,Australia,Chennai,17 Sep 2017
V Kohli,/ci/content/player/253802.html,-,DNB,-,-,-,2,Australia,Chennai,17 Sep 2017
AM Rahane,/ci/content/player/277916.html,-,DNB,-,-,-,2,Australia,Chennai,17 Sep 2017
MK Pandey,/ci/content/player/290630.html,-,DNB,-,-,-,2,Australia,Chennai,17 Sep 2017
KM Jadhav,/ci/content/player/290716.html,-,DNB,-,-,-,2,Australia,Chennai,17 Sep 2017
